Date,Season,Home,Away,HG,AG,Result,Result-U/O,1,X,2,HST,AST,HC,AC,Week,HW,AW,HL,AL,HGF,AGF,HAGF,HGA,AGA,HAGA,HGD,AGD,HAGD,HWGD,AWGD,HAWGD,HLGD,ALGD,HALGD,HW%,HL%,AW%,AL%,HSTF,ASTF,HCF,ACF
2021-10-02,2021,St Truiden,Oostende,1,1,D,U,2.13,3.66,3.13,4.0,1.0,5.0,4.0,5,0.0,1.0,3.0,2.0,2.0,3.0,-1.0,7.0,6.0,1.0,-5.0,-3.0,-2.0,0.0,0.0,0.0,2.0,1.0,1.0,25.0,75.0,50.0,50.0,8.0,10.0,20.0,13.0
2021-10-02,2021,Oud-Heverlee Leuven,Beerschot VA,0,0,D,U,2.16,3.8,3.0,7.0,4.0,10.0,4.0,5,1.0,0.0,1.0,3.0,4.0,5.0,-1.0,6.0,11.0,-5.0,-2.0,-6.0,4.0,0.0,0.0,0.0,1.0,2.0,-1.0,25.0,25.0,0.0,75.0,15.0,11.0,12.0,11.0
2021-10-02,2021,Kortrijk,Charleroi,2,2,D,O,2.56,3.59,2.57,8.0,10.0,5.0,6.0,5,1.0,1.0,1.0,0.0,4.0,6.0,-2.0,4.0,5.0,-1.0,0.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,25.0,50.0,0.0,11.0,17.0,12.0,18.0
2021-10-02,2021,Cercle Brugge,St. Gilloise,0,3,A,O,4.7,3.98,1.68,2.0,5.0,4.0,3.0,5,0.0,1.0,3.0,1.0,2.0,5.0,-3.0,5.0,4.0,1.0,-3.0,1.0,-4.0,0.0,1.0,-1.0,0.0,1.0,-1.0,0.0,75.0,50.0,25.0,11.0,18.0,20.0,14.0
2021-10-01,2021,Mechelen,Standard,3,1,H,O,2.25,3.66,2.95,8.0,4.0,5.0,5.0,5,2.0,2.0,1.0,1.0,6.0,2.0,4.0,4.0,4.0,0.0,2.0,-2.0,4.0,2.0,0.0,2.0,1.0,1.0,0.0,75.0,25.0,75.0,25.0,12.0,4.0,15.0,7.0
2021-09-26,2021,St. Gilloise,Antwerp,1,2,A,O,1.58,4.24,5.15,11.0,5.0,10.0,7.0,5,3.0,2.0,0.0,0.0,8.0,7.0,1.0,1.0,3.0,-2.0,7.0,4.0,3.0,2.0,1.0,1.0,0.0,0.0,0.0,75.0,25.0,50.0,25.0,18.0,19.0,23.0,7.0
2021-09-26,2021,Oostende,Anderlecht,2,2,D,O,3.92,3.92,1.8,5.0,6.0,3.0,3.0,5,2.0,2.0,1.0,1.0,4.0,3.0,1.0,3.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,50.0,50.0,50.0,25.0,18.0,10.0,25.0,18.0
2021-09-26,2021,Gent,Cercle Brugge,2,1,H,O,1.39,4.89,7.19,6.0,4.0,8.0,6.0,5,2.0,1.0,1.0,1.0,10.0,6.0,4.0,4.0,5.0,-1.0,6.0,1.0,5.0,2.0,1.0,1.0,0.0,0.0,0.0,50.0,25.0,50.0,25.0,24.0,14.0,27.0,11.0
2021-09-26,2021,Genk,Seraing,3,0,H,O,1.31,5.46,8.63,8.0,2.0,5.0,3.0,5,2.0,1.0,0.0,2.0,6.0,3.0,3.0,1.0,6.0,-5.0,5.0,-3.0,8.0,1.0,0.0,1.0,0.0,1.0,-1.0,50.0,25.0,25.0,75.0,16.0,7.0,16.0,9.0
2021-09-26,2021,Charleroi,Mechelen,0,2,A,U,2.03,3.79,3.29,1.0,5.0,10.0,4.0,5,1.0,0.0,1.0,2.0,6.0,4.0,2.0,4.0,11.0,-7.0,2.0,-7.0,9.0,1.0,0.0,1.0,0.0,2.0,-2.0,25.0,25.0,0.0,75.0,22.0,10.0,23.0,12.0
2021-09-25,2021,Waregem,Kortrijk,2,2,D,O,2.87,3.71,2.25,3.0,3.0,3.0,5.0,5,0.0,1.0,2.0,2.0,4.0,3.0,1.0,10.0,4.0,6.0,-6.0,-1.0,-5.0,0.0,1.0,-1.0,2.0,1.0,1.0,0.0,75.0,50.0,50.0,10.0,12.0,13.0,13.0
2021-09-25,2021,Standard,St Truiden,1,2,A,O,2.0,3.54,3.58,1.0,4.0,2.0,1.0,5,1.0,2.0,2.0,1.0,3.0,3.0,0.0,6.0,2.0,4.0,-3.0,1.0,-4.0,0.0,0.0,0.0,1.0,0.0,1.0,25.0,50.0,50.0,25.0,15.0,10.0,21.0,10.0
2021-09-25,2021,Beerschot VA,Eupen,0,3,A,O,2.73,3.64,2.37,1.0,5.0,4.0,7.0,5,0.0,3.0,3.0,0.0,0.0,9.0,-9.0,5.0,3.0,2.0,-5.0,6.0,-11.0,0.0,2.0,-2.0,1.0,0.0,1.0,0.0,100.0,75.0,0.0,8.0,20.0,17.0,14.0
2021-09-24,2021,Club Brugge,Oud-Heverlee Leuven,1,1,D,U,1.23,6.65,10.62,9.0,1.0,14.0,1.0,5,2.0,0.0,0.0,2.0,7.0,2.0,5.0,3.0,8.0,-5.0,4.0,-6.0,10.0,1.0,0.0,1.0,0.0,2.0,-2.0,50.0,0.0,0.0,50.0,15.0,17.0,25.0,24.0
2021-09-23,2021,Anderlecht,Gent,1,1,D,U,2.15,3.58,3.12,5.0,2.0,7.0,3.0,4,2.0,0.0,1.0,3.0,11.0,1.0,10.0,5.0,4.0,1.0,6.0,-3.0,9.0,2.0,0.0,2.0,1.0,0.0,1.0,66.7,33.3,0.0,100.0,18.0,7.0,17.0,21.0
2021-09-22,2021,Antwerp,Genk,4,2,H,O,3.05,3.8,2.11,7.0,7.0,4.0,8.0,4,1.0,2.0,1.0,0.0,4.0,5.0,-1.0,4.0,3.0,1.0,0.0,2.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,33.3,33.3,66.7,0.0,15.0,13.0,23.0,9.0
2021-09-19,2021,Standard,Anderlecht,0,1,A,U,3.12,3.49,2.18,1.0,4.0,6.0,4.0,4,1.0,1.0,1.0,1.0,4.0,3.0,1.0,6.0,3.0,3.0,-2.0,0.0,-2.0,0.0,0.0,0.0,1.0,0.0,1.0,33.3,33.3,33.3,33.3,19.0,9.0,22.0,16.0
2021-09-19,2021,St Truiden,Genk,1,2,A,O,3.87,3.78,1.85,3.0,2.0,6.0,2.0,4,1.0,,2.0,,3.0,,,6.0,,,-3.0,,,0.0,,,2.0,,,33.3,66.7,50.0,0.0,7.0,,15.0,
2021-09-19,2021,Kortrijk,Gent,1,0,H,U,3.94,3.95,1.81,3.0,3.0,3.0,7.0,4,1.0,,1.0,,5.0,,,4.0,,,1.0,,,1.0,,,0.0,,,33.3,33.3,0.0,100.0,12.0,,11.0,
2021-09-19,2021,Antwerp,Seraing,2,1,H,O,1.53,4.42,5.42,6.0,2.0,10.0,6.0,3,,1.0,,2.0,,2.0,,,6.0,,,-4.0,,,0.0,,,2.0,,0.0,50.0,33.3,66.7,,9.0,,4.0
2021-09-18,2021,St. Gilloise,Waregem,2,1,H,O,1.22,6.5,11.37,6.0,5.0,11.0,4.0,4,2.0,2.0,1.0,0.0,6.0,6.0,0.0,1.0,2.0,-1.0,5.0,4.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,66.7,33.3,66.7,0.0,15.0,17.0,14.0,8.0
2021-09-18,2021,Oostende,Beerschot VA,3,1,H,O,1.75,3.91,4.29,12.0,4.0,8.0,5.0,4,1.0,0.0,2.0,2.0,1.0,6.0,-5.0,5.0,10.0,-5.0,-4.0,-4.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,33.3,66.7,0.0,66.7,9.0,14.0,26.0,14.0
2021-09-18,2021,Mechelen,Oud-Heverlee Leuven,2,0,H,U,1.71,4.07,4.31,4.0,5.0,2.0,5.0,4,2.0,0.0,1.0,1.0,7.0,3.0,4.0,6.0,7.0,-1.0,1.0,-4.0,5.0,1.0,0.0,1.0,1.0,1.0,0.0,66.7,33.3,0.0,33.3,17.0,13.0,26.0,22.0
2021-09-18,2021,Charleroi,Club Brugge,0,1,A,U,4.49,4.09,1.69,5.0,4.0,8.0,8.0,4,1.0,2.0,0.0,1.0,6.0,6.0,0.0,3.0,6.0,-3.0,3.0,0.0,3.0,1.0,1.0,0.0,0.0,1.0,-1.0,33.3,0.0,66.7,33.3,17.0,20.0,21.0,20.0
2021-09-17,2021,Cercle Brugge,Eupen,1,2,A,O,2.11,3.52,3.33,3.0,8.0,4.0,5.0,4,0.0,2.0,2.0,0.0,2.0,9.0,-7.0,4.0,4.0,0.0,-2.0,5.0,-7.0,0.0,2.0,-2.0,0.0,0.0,0.0,0.0,66.7,66.7,0.0,11.0,17.0,18.0,12.0
2021-09-13,2021,Beerschot VA,St Truiden,0,1,A,U,2.47,3.45,2.71,2.0,3.0,5.0,1.0,4,0.0,1.0,3.0,1.0,0.0,2.0,-2.0,5.0,2.0,3.0,-5.0,0.0,-5.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,100.0,33.3,33.3,,10.0,,14.0
2021-09-12,2021,Seraing,Standard,0,1,A,U,3.46,3.61,2.0,6.0,3.0,8.0,2.0,4,2.0,2.0,1.0,1.0,5.0,3.0,2.0,4.0,5.0,-1.0,1.0,-2.0,3.0,0.0,0.0,0.0,0.0,1.0,-1.0,66.7,33.3,66.7,33.3,12.0,6.0,14.0,11.0
2021-09-12,2021,Oud-Heverlee Leuven,Kortrijk,2,1,H,O,2.62,3.59,2.48,5.0,8.0,3.0,4.0,4,0.0,2.0,1.0,1.0,3.0,3.0,0.0,6.0,2.0,4.0,-3.0,1.0,-4.0,0.0,1.0,-1.0,1.0,1.0,0.0,0.0,33.3,66.7,33.3,14.0,9.0,9.0,14.0
2021-09-12,2021,Gent,Charleroi,2,3,A,O,1.58,4.24,5.11,10.0,4.0,13.0,3.0,4,2.0,1.0,0.0,0.0,10.0,6.0,4.0,3.0,3.0,0.0,7.0,3.0,4.0,2.0,1.0,1.0,0.0,0.0,0.0,66.7,0.0,33.3,0.0,19.0,19.0,21.0,17.0
2021-09-12,2021,Genk,St. Gilloise,1,1,D,U,2.24,3.69,2.89,5.0,7.0,6.0,4.0,4,2.0,2.0,1.0,1.0,8.0,7.0,1.0,4.0,4.0,0.0,4.0,3.0,1.0,1.0,2.0,-1.0,0.0,1.0,-1.0,66.7,33.3,66.7,33.3,20.0,16.0,19.0,12.0
2021-09-12,2021,Anderlecht,Mechelen,7,2,H,O,1.66,4.08,4.65,9.0,3.0,5.0,3.0,3,,0.0,,2.0,,2.0,,,5.0,,,-3.0,,,0.0,,,1.0,,50.0,50.0,0.0,66.7,,11.0,,15.0
2021-09-11,2021,Waregem,Cercle Brugge,2,4,A,O,2.4,3.56,2.73,2.0,8.0,2.0,8.0,4,0.0,1.0,2.0,1.0,3.0,3.0,0.0,8.0,3.0,5.0,-5.0,0.0,-5.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,66.7,33.3,33.3,11.0,,16.0,
2021-09-11,2021,Eupen,Antwerp,0,1,A,U,2.58,3.66,2.49,4.0,6.0,7.0,5.0,4,1.0,1.0,1.0,1.0,4.0,8.0,-4.0,4.0,6.0,-2.0,0.0,2.0,-2.0,0.0,1.0,-1.0,0.0,0.0,0.0,33.3,33.3,33.3,33.3,12.0,18.0,15.0,4.0
2021-09-10,2021,Club Brugge,Oostende,3,0,H,O,1.34,5.2,8.15,7.0,2.0,10.0,4.0,4,1.0,2.0,0.0,1.0,6.0,7.0,-1.0,5.0,6.0,-1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.3,0.0,66.7,33.3,19.0,15.0,25.0,14.0
2021-08-29,2021,Oostende,Waregem,0,2,A,U,1.81,3.65,4.29,3.0,6.0,11.0,1.0,3,,,,,,,,,,,,,,,,,,,,50.0,50.0,50.0,0.0,,,,
2021-08-29,2021,Gent,Club Brugge,6,1,H,O,3.13,3.24,2.31,6.0,3.0,1.0,6.0,3,,,,,,,,,,,,,,,,,,,,50.0,0.0,100.0,0.0,,,,
2021-08-29,2021,Genk,Anderlecht,1,0,H,U,2.25,3.22,3.26,3.0,0.0,3.0,7.0,3,,,,,,,,,,,,,,,,,,,,50.0,50.0,50.0,0.0,,,,
2021-08-29,2021,Antwerp,Oud-Heverlee Leuven,2,2,D,O,1.61,3.97,5.41,6.0,6.0,7.0,13.0,2,,,,,,,,,,,,,,,,,,,,0.0,100.0,0.0,50.0,,,,
2021-08-28,2021,St. Gilloise,Standard,4,0,H,O,1.76,3.69,4.51,4.0,0.0,2.0,2.0,3,,,,,,,,,,,,,,,,,,,,50.0,50.0,100.0,0.0,,,,
2021-08-28,2021,Eupen,Seraing,1,2,A,O,1.68,3.99,4.62,2.0,4.0,7.0,1.0,3,,,,,,,,,,,,,,,,,,,,50.0,0.0,0.0,100.0,,,,
2021-08-28,2021,Charleroi,Beerschot VA,5,2,H,O,1.74,3.98,4.28,10.0,3.0,3.0,5.0,3,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,50.0,,,,
2021-08-28,2021,Cercle Brugge,St Truiden,0,1,A,U,2.07,3.58,3.37,6.0,2.0,9.0,1.0,3,,,,,,,,,,,,,,,,,,,,0.0,50.0,0.0,50.0,,,,
2021-08-27,2021,Kortrijk,Mechelen,2,2,D,O,2.45,3.33,2.86,5.0,4.0,5.0,7.0,3,,,,,,,,,,,,,,,,,,,,50.0,50.0,0.0,100.0,,,,
2021-08-22,2021,Waregem,Charleroi,2,2,D,O,2.88,3.57,2.3,7.0,4.0,8.0,6.0,3,,,,,,,,,,,,,,,,,,,,0.0,100.0,50.0,0.0,,,,
2021-08-22,2021,Mechelen,St. Gilloise,3,1,H,O,3.45,3.51,2.04,4.0,5.0,6.0,7.0,3,,,,,,,,,,,,,,,,,,,,50.0,50.0,100.0,0.0,,,,
2021-08-22,2021,Club Brugge,Beerschot VA,3,2,H,O,1.19,6.85,13.7,5.0,4.0,8.0,1.0,3,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,
2021-08-21,2021,St Truiden,Kortrijk,0,2,A,U,2.69,3.09,2.72,4.0,2.0,6.0,7.0,3,,,,,,,,,,,,,,,,,,,,50.0,50.0,50.0,50.0,,,,
2021-08-21,2021,Seraing,Cercle Brugge,2,1,H,O,2.83,3.4,2.4,5.0,5.0,5.0,3.0,3,,,,,,,,,,,,,,,,,,,,50.0,50.0,50.0,0.0,,,,
2021-08-21,2021,Oud-Heverlee Leuven,Eupen,1,4,A,O,2.35,3.67,2.73,6.0,8.0,2.0,6.0,3,,,,,,,,,,,,,,,,,,,,0.0,0.0,50.0,0.0,,,,
2021-08-20,2021,Standard,Oostende,1,0,H,U,1.91,3.77,3.67,5.0,1.0,6.0,3.0,3,,,,,,,,,,,,,,,,,,,,0.0,50.0,100.0,0.0,,,,
2021-08-15,2021,Waregem,Club Brugge,0,4,A,O,5.87,4.6,1.48,1.0,11.0,3.0,7.0,2,,,,,,,,,,,,,,,,,,,,0.0,100.0,100.0,0.0,,,,
2021-08-15,2021,Gent,Mechelen,2,0,H,U,1.8,3.66,4.3,8.0,3.0,13.0,2.0,2,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,100.0,,,,
2021-08-15,2021,Cercle Brugge,Anderlecht,1,2,A,O,3.86,3.52,1.94,2.0,6.0,7.0,7.0,2,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,
2021-08-15,2021,Beerschot VA,Standard,0,1,A,U,3.54,3.64,1.98,4.0,1.0,3.0,3.0,3,,,,,,,,,,,,,,,,,,,,0.0,100.0,100.0,0.0,,,,
2021-08-14,2021,St. Gilloise,Kortrijk,2,0,H,U,1.65,4.02,4.87,8.0,2.0,10.0,2.0,2,,,,,,,,,,,,,,,,,,,,0.0,100.0,100.0,0.0,,,,
2021-08-14,2021,Seraing,Oostende,2,3,A,O,3.41,3.72,2.0,3.0,7.0,3.0,6.0,2,,,,,,,,,,,,,,,,,,,,100.0,0.0,100.0,0.0,,,,
2021-08-14,2021,Genk,Oud-Heverlee Leuven,4,0,H,O,1.48,4.33,6.53,8.0,6.0,7.0,6.0,2,,,,,,,,,,,,,,,,,,,,0.0,100.0,0.0,0.0,,,,
2021-08-14,2021,Eupen,St Truiden,2,1,H,O,1.98,3.75,3.46,5.0,5.0,5.0,8.0,2,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,
2021-08-13,2021,Charleroi,Antwerp,1,1,D,U,2.57,3.42,2.65,7.0,7.0,12.0,1.0,2,,,,,,,,,,,,,,,,,,,,0.0,0.0,50.0,50.0,,,,
2021-08-08,2021,Standard,Antwerp,2,5,A,O,2.26,3.36,3.07,9.0,6.0,9.0,1.0,2,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,100.0,,,,
2021-08-08,2021,Oud-Heverlee Leuven,Charleroi,1,1,D,U,2.65,3.52,2.48,4.0,9.0,7.0,9.0,2,,,,,,,,,,,,,,,,,,,,0.0,0.0,100.0,0.0,,,,
2021-08-08,2021,Oostende,Gent,1,0,H,U,3.53,3.71,1.96,3.0,0.0,6.0,6.0,2,,,,,,,,,,,,,,,,,,,,0.0,100.0,0.0,100.0,,,,
2021-08-08,2021,Anderlecht,Seraing,3,0,H,O,1.38,4.93,7.38,7.0,1.0,8.0,2.0,2,,,,,,,,,,,,,,,,,,,,0.0,100.0,0.0,100.0,,,,
2021-08-07,2021,St Truiden,Waregem,1,3,A,O,2.16,3.3,3.36,1.0,7.0,8.0,3.0,2,,,,,,,,,,,,,,,,,,,,100.0,0.0,0.0,0.0,,,,
2021-08-07,2021,Mechelen,Eupen,1,3,A,O,1.76,4.08,4.01,4.0,4.0,7.0,3.0,2,,,,,,,,,,,,,,,,,,,,100.0,0.0,0.0,0.0,,,,
2021-08-07,2021,Kortrijk,Genk,1,2,A,O,3.33,3.62,2.05,3.0,6.0,4.0,4.0,2,,,,,,,,,,,,,,,,,,,,100.0,0.0,0.0,0.0,,,,
2021-08-07,2021,Beerschot VA,St. Gilloise,0,3,A,O,4.09,3.73,1.82,2.0,6.0,9.0,3.0,2,,,,,,,,,,,,,,,,,,,,0.0,100.0,100.0,0.0,,,,
2021-08-06,2021,Club Brugge,Cercle Brugge,1,1,D,U,1.31,5.45,8.49,3.0,1.0,7.0,0.0,2,,,,,,,,,,,,,,,,,,,,0.0,0.0,100.0,0.0,,,,
2021-08-01,2021,Waregem,Standard,1,2,A,O,3.13,3.3,2.26,3.0,5.0,5.0,6.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-08-01,2021,St. Gilloise,Club Brugge,0,1,A,U,4.75,3.62,1.74,3.0,6.0,2.0,7.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-08-01,2021,Gent,Beerschot VA,2,2,D,O,1.4,4.75,7.2,5.0,7.0,7.0,8.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-08-01,2021,Antwerp,Kortrijk,0,1,A,U,1.76,3.53,4.73,3.0,5.0,6.0,5.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-07-31,2021,Seraing,Mechelen,1,0,H,U,3.48,3.85,1.94,4.0,4.0,6.0,6.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-07-31,2021,Eupen,Anderlecht,1,1,D,U,3.47,3.44,2.07,5.0,3.0,3.0,2.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-07-31,2021,Charleroi,St Truiden,0,0,D,U,2.02,3.58,3.45,0.0,3.0,6.0,5.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-07-31,2021,Cercle Brugge,Oud-Heverlee Leuven,1,1,D,U,2.32,3.65,2.8,3.0,1.0,2.0,3.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-07-30,2021,Genk,Oostende,3,4,A,O,1.57,4.19,5.53,9.0,7.0,9.0,5.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-07-27,2021,Beerschot VA,Cercle Brugge,0,1,A,U,2.27,3.41,3.05,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-07-25,2021,St Truiden,Gent,2,1,H,O,4.51,3.8,1.73,2.0,4.0,1.0,8.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-07-25,2021,Mechelen,Antwerp,3,2,H,O,2.74,3.46,2.44,9.0,5.0,13.0,2.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-07-25,2021,Club Brugge,Eupen,2,2,D,O,1.19,6.77,13.41,11.0,5.0,10.0,3.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-07-25,2021,Anderlecht,St. Gilloise,1,3,A,O,1.56,4.18,5.46,2.0,5.0,4.0,2.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-07-24,2021,Oud-Heverlee Leuven,Waregem,1,1,D,U,2.03,3.68,3.36,4.0,4.0,0.0,4.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-07-24,2021,Oostende,Charleroi,0,3,A,O,2.28,3.45,2.98,3.0,6.0,9.0,2.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-07-24,2021,Kortrijk,Seraing,2,0,H,U,1.78,3.75,4.26,4.0,4.0,2.0,1.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-07-23,2021,Standard,Genk,1,1,D,U,2.73,3.59,2.42,5.0,5.0,7.0,3.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-18,2020,Waregem,Gent,2,7,A,O,4.1,3.97,1.76,4.0,7.0,4.0,3.0,17,3.0,0.0,0.0,1.0,7.0,2.0,5.0,4.0,3.0,1.0,3.0,-1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,37.5,50.0,31.2,43.8,17.0,13.0,20.0,13.0
2021-04-18,2020,Standard,Beerschot VA,3,0,H,O,1.62,3.96,5.16,10.0,3.0,6.0,9.0,17,1.0,2.0,1.0,1.0,4.0,5.0,-1.0,5.0,4.0,1.0,-1.0,1.0,-2.0,0.0,0.0,0.0,1.0,0.0,1.0,37.5,18.8,43.8,50.0,11.0,8.0,12.0,8.0
2021-04-18,2020,St Truiden,Anderlecht,0,1,A,U,5.36,3.7,1.63,1.0,4.0,2.0,5.0,17,1.0,2.0,2.0,0.0,3.0,7.0,-4.0,5.0,2.0,3.0,-2.0,5.0,-7.0,0.0,2.0,-2.0,1.0,0.0,1.0,37.5,43.8,31.2,31.2,11.0,12.0,16.0,12.0
2021-04-18,2020,Oud-Heverlee Leuven,Waasland-Beveren,1,2,A,O,1.82,4.32,3.53,2.0,9.0,5.0,3.0,17,2.0,1.0,1.0,2.0,7.0,4.0,3.0,4.0,5.0,-1.0,3.0,-1.0,4.0,2.0,1.0,1.0,0.0,1.0,-1.0,50.0,37.5,25.0,43.8,17.0,12.0,12.0,6.0
2021-04-18,2020,Oostende,Cercle Brugge,1,1,D,U,1.58,4.16,5.25,5.0,5.0,7.0,5.0,17,2.0,1.0,1.0,2.0,5.0,2.0,3.0,3.0,4.0,-1.0,2.0,-2.0,4.0,2.0,0.0,2.0,1.0,1.0,0.0,56.2,18.8,31.2,62.5,16.0,12.0,13.0,9.0
2021-04-18,2020,Kortrijk,Mechelen,1,4,A,O,3.45,4.03,1.9,3.0,11.0,4.0,5.0,17,0.0,0.0,3.0,2.0,3.0,2.0,1.0,7.0,5.0,2.0,-4.0,-3.0,-1.0,0.0,0.0,0.0,1.0,1.0,0.0,31.2,56.2,43.8,31.2,15.0,9.0,9.0,19.0
2021-04-18,2020,Club Brugge,Mouscron,4,2,H,O,1.2,6.63,12.08,7.0,5.0,8.0,3.0,17,2.0,0.0,1.0,1.0,6.0,3.0,3.0,2.0,7.0,-5.0,4.0,-4.0,8.0,2.0,0.0,2.0,1.0,1.0,0.0,68.8,25.0,18.8,50.0,22.0,9.0,19.0,12.0
2021-04-17,2020,Charleroi,Eupen,2,3,A,O,2.25,3.42,3.03,8.0,5.0,7.0,4.0,17,0.0,1.0,0.0,2.0,2.0,3.0,-1.0,2.0,3.0,-1.0,0.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0,31.2,31.2,25.0,31.2,13.0,16.0,17.0,22.0
2021-04-17,2020,Antwerp,Genk,3,2,H,O,2.78,3.58,2.36,9.0,9.0,9.0,4.0,17,1.0,2.0,1.0,1.0,5.0,6.0,-1.0,6.0,6.0,0.0,-1.0,0.0,-1.0,1.0,0.0,1.0,1.0,1.0,0.0,50.0,25.0,43.8,37.5,14.0,13.0,9.0,15.0
2021-04-12,2020,Mouscron,Antwerp,2,3,A,O,3.58,3.63,1.96,8.0,6.0,13.0,3.0,17,1.0,1.0,2.0,1.0,2.0,3.0,-1.0,3.0,3.0,0.0,-1.0,0.0,-1.0,0.0,1.0,-1.0,0.0,1.0,-1.0,25.0,43.8,50.0,37.5,5.0,13.0,12.0,9.0
2021-04-11,2020,Waasland-Beveren,Kortrijk,3,4,A,O,3.4,3.64,2.01,5.0,9.0,6.0,3.0,17,0.0,1.0,2.0,2.0,4.0,4.0,0.0,7.0,6.0,1.0,-3.0,-2.0,-1.0,0.0,1.0,-1.0,1.0,2.0,-1.0,18.8,68.8,31.2,43.8,15.0,16.0,20.0,19.0
2021-04-11,2020,Genk,St Truiden,4,0,H,O,1.55,4.36,5.23,8.0,2.0,5.0,2.0,17,1.0,1.0,1.0,0.0,5.0,4.0,1.0,4.0,2.0,2.0,1.0,2.0,-1.0,1.0,1.0,0.0,0.0,0.0,0.0,50.0,18.8,25.0,43.8,19.0,12.0,21.0,11.0
2021-04-11,2020,Beerschot VA,Oostende,1,2,A,O,3.02,3.58,2.21,3.0,7.0,1.0,11.0,17,1.0,1.0,1.0,1.0,5.0,2.0,3.0,5.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.8,31.2,31.2,50.0,10.0,9.0,11.0,13.0
2021-04-11,2020,Anderlecht,Club Brugge,2,1,H,O,3.33,3.34,2.15,3.0,3.0,3.0,4.0,17,1.0,2.0,1.0,0.0,5.0,7.0,-2.0,4.0,2.0,2.0,1.0,5.0,-4.0,1.0,1.0,0.0,1.0,0.0,1.0,50.0,6.2,75.0,6.2,14.0,10.0,17.0,22.0
2021-04-10,2020,Mechelen,Waregem,4,2,H,O,1.77,4.01,4.01,12.0,5.0,3.0,7.0,17,0.0,1.0,0.0,2.0,3.0,3.0,0.0,3.0,8.0,-5.0,0.0,-5.0,5.0,0.0,0.0,0.0,0.0,2.0,-2.0,25.0,43.8,50.0,37.5,13.0,5.0,13.0,11.0
2021-04-10,2020,Gent,Charleroi,4,0,H,O,1.69,3.92,4.63,8.0,2.0,9.0,3.0,17,2.0,1.0,1.0,1.0,2.0,5.0,-3.0,4.0,4.0,0.0,-2.0,1.0,-3.0,0.0,1.0,-1.0,1.0,0.0,1.0,43.8,37.5,37.5,43.8,9.0,10.0,12.0,15.0
2021-04-10,2020,Cercle Brugge,Oud-Heverlee Leuven,3,0,H,O,1.96,3.77,3.46,6.0,2.0,4.0,11.0,17,2.0,0.0,0.0,1.0,4.0,5.0,-1.0,1.0,8.0,-7.0,3.0,-3.0,6.0,1.0,0.0,1.0,0.0,1.0,-1.0,31.2,62.5,25.0,31.2,11.0,12.0,7.0,15.0
2021-04-09,2020,Eupen,Standard,0,4,A,O,3.35,3.18,2.24,3.0,6.0,6.0,5.0,17,1.0,0.0,0.0,2.0,6.0,4.0,2.0,4.0,6.0,-2.0,2.0,-2.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,31.2,31.2,31.2,43.8,17.0,15.0,11.0,23.0
