Date,Season,Home,Away,HG,AG,Result,Result-U/O,1,X,2,HST,AST,HC,AC,Week,HW,AW,HL,AL,HGF,AGF,HAGF,HGA,AGA,HAGA,HGD,AGD,HAGD,HWGD,AWGD,HAWGD,HLGD,ALGD,HALGD,HW%,HL%,AW%,AL%,HSTF,ASTF,HCF,ACF
2021-04-07,2020,Beerschot VA,Charleroi,2,1,H,O,2.75,3.51,2.4,4.0,3.0,3.0,9.0,16,0.0,1.0,2.0,1.0,4.0,6.0,-2.0,6.0,5.0,1.0,-2.0,1.0,-3.0,0.0,1.0,-1.0,0.0,0.0,0.0,40.0,33.3,40.0,40.0,9.0,17.0,13.0,8.0
2021-04-06,2020,Waasland-Beveren,St Truiden,2,4,A,O,3.2,3.34,2.21,6.0,8.0,4.0,6.0,16,1.0,0.0,1.0,1.0,3.0,1.0,2.0,3.0,3.0,0.0,0.0,-2.0,2.0,0.0,0.0,0.0,0.0,1.0,-1.0,20.0,66.7,20.0,46.7,14.0,6.0,20.0,10.0
2021-04-05,2020,Waregem,Eupen,2,1,H,O,2.4,3.34,2.84,10.0,8.0,7.0,8.0,16,2.0,1.0,1.0,1.0,5.0,4.0,1.0,6.0,3.0,3.0,-1.0,1.0,-2.0,0.0,1.0,-1.0,1.0,0.0,1.0,33.3,53.3,26.7,26.7,9.0,12.0,19.0,15.0
2021-04-05,2020,Oud-Heverlee Leuven,Genk,2,3,A,O,3.37,3.72,1.99,7.0,8.0,7.0,7.0,16,2.0,1.0,1.0,1.0,5.0,3.0,2.0,2.0,4.0,-2.0,3.0,-1.0,4.0,2.0,0.0,2.0,0.0,1.0,-1.0,53.3,33.3,40.0,40.0,13.0,8.0,11.0,11.0
2021-04-05,2020,Antwerp,Anderlecht,1,4,A,O,2.83,3.35,2.41,4.0,8.0,1.0,7.0,16,2.0,2.0,0.0,0.0,7.0,5.0,2.0,4.0,2.0,2.0,3.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,53.3,20.0,26.7,33.3,17.0,7.0,20.0,7.0
2021-04-04,2020,Standard,Gent,2,1,H,O,2.65,3.19,2.66,4.0,4.0,6.0,7.0,16,0.0,1.0,1.0,0.0,3.0,4.0,-1.0,5.0,1.0,4.0,-2.0,3.0,-5.0,0.0,1.0,-1.0,1.0,0.0,1.0,33.3,20.0,33.3,40.0,11.0,18.0,13.0,13.0
2021-04-04,2020,Charleroi,Mouscron,1,1,D,U,1.82,3.57,4.22,6.0,4.0,6.0,5.0,16,0.0,0.0,1.0,1.0,2.0,3.0,-1.0,3.0,7.0,-4.0,-1.0,-4.0,3.0,0.0,0.0,0.0,0.0,1.0,-1.0,33.3,33.3,20.0,53.3,11.0,9.0,14.0,13.0
2021-04-04,2020,Cercle Brugge,Beerschot VA,2,1,H,O,1.98,3.69,3.45,3.0,1.0,2.0,4.0,16,1.0,3.0,1.0,0.0,2.0,5.0,-3.0,1.0,2.0,-1.0,1.0,3.0,-2.0,1.0,0.0,1.0,0.0,0.0,0.0,26.7,66.7,46.7,46.7,11.0,14.0,12.0,8.0
2021-04-03,2020,St Truiden,Mechelen,2,1,H,O,2.8,3.45,2.39,3.0,6.0,5.0,8.0,16,1.0,1.0,2.0,1.0,4.0,3.0,1.0,4.0,4.0,0.0,0.0,-1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,33.3,46.7,46.7,26.7,14.0,9.0,12.0,17.0
2021-04-03,2020,Oostende,Waasland-Beveren,0,2,A,U,1.45,4.51,6.6,6.0,7.0,4.0,3.0,16,3.0,0.0,0.0,2.0,8.0,2.0,6.0,2.0,5.0,-3.0,6.0,-3.0,9.0,3.0,0.0,3.0,0.0,1.0,-1.0,60.0,13.3,20.0,46.7,14.0,5.0,16.0,4.0
2021-04-03,2020,Kortrijk,Club Brugge,1,2,A,O,5.5,4.21,1.55,5.0,3.0,3.0,9.0,16,0.0,2.0,3.0,0.0,3.0,7.0,-4.0,7.0,1.0,6.0,-4.0,6.0,-10.0,0.0,2.0,-2.0,1.0,0.0,1.0,33.3,53.3,73.3,6.7,13.0,17.0,14.0,18.0
2021-03-21,2020,Mechelen,Oud-Heverlee Leuven,2,2,D,O,1.82,3.77,3.94,8.0,4.0,6.0,4.0,16,1.0,0.0,0.0,1.0,4.0,4.0,0.0,1.0,7.0,-6.0,3.0,-3.0,6.0,1.0,0.0,1.0,0.0,1.0,-1.0,26.7,46.7,26.7,33.3,13.0,11.0,12.0,12.0
2021-03-21,2020,Gent,Cercle Brugge,1,0,H,U,2.14,3.51,3.16,5.0,3.0,3.0,2.0,16,2.0,1.0,1.0,2.0,5.0,2.0,3.0,4.0,6.0,-2.0,1.0,-4.0,5.0,1.0,0.0,1.0,1.0,2.0,-1.0,40.0,40.0,33.3,60.0,13.0,11.0,16.0,11.0
2021-03-21,2020,Club Brugge,Antwerp,0,2,A,U,1.48,4.29,6.37,4.0,2.0,5.0,2.0,16,3.0,1.0,0.0,1.0,9.0,3.0,6.0,1.0,4.0,-3.0,8.0,-1.0,9.0,3.0,0.0,3.0,0.0,1.0,-1.0,73.3,20.0,46.7,40.0,25.0,13.0,21.0,14.0
2021-03-21,2020,Anderlecht,Waregem,4,1,H,O,1.59,4.14,5.07,11.0,1.0,5.0,3.0,16,0.0,2.0,1.0,1.0,1.0,4.0,-3.0,3.0,5.0,-2.0,-2.0,-1.0,-1.0,0.0,0.0,0.0,1.0,1.0,0.0,46.7,6.7,53.3,33.3,7.0,13.0,17.0,10.0
2021-03-20,2020,Mouscron,Oostende,0,1,A,U,3.5,3.31,2.09,2.0,5.0,2.0,9.0,16,1.0,0.0,2.0,2.0,2.0,2.0,0.0,5.0,4.0,1.0,-3.0,-2.0,-1.0,0.0,0.0,0.0,1.0,0.0,1.0,26.7,40.0,26.7,53.3,6.0,11.0,14.0,13.0
2021-03-20,2020,Eupen,Kortrijk,2,0,H,U,2.51,3.37,2.7,8.0,0.0,6.0,4.0,16,0.0,1.0,0.0,2.0,5.0,5.0,0.0,5.0,7.0,-2.0,0.0,-2.0,2.0,0.0,1.0,-1.0,0.0,2.0,-2.0,26.7,33.3,33.3,40.0,14.0,26.0,12.0,20.0
2021-03-19,2020,Genk,Standard,2,2,D,O,2.1,3.48,3.33,5.0,5.0,3.0,6.0,16,1.0,0.0,2.0,3.0,4.0,3.0,1.0,4.0,7.0,-3.0,0.0,-4.0,4.0,1.0,0.0,1.0,0.0,1.0,-1.0,53.3,20.0,33.3,46.7,15.0,15.0,23.0,21.0
2021-03-15,2020,Gent,Club Brugge,0,4,A,O,3.16,3.48,2.16,2.0,5.0,5.0,6.0,15,2.0,2.0,0.0,0.0,7.0,5.0,2.0,2.0,2.0,0.0,5.0,3.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,42.9,35.7,71.4,7.1,14.0,15.0,14.0,18.0
2021-03-12,2020,Charleroi,Club Brugge,1,1,D,U,6.66,4.02,1.51,3.0,2.0,7.0,7.0,15,0.0,3.0,1.0,0.0,2.0,7.0,-5.0,3.0,1.0,2.0,-1.0,6.0,-7.0,0.0,2.0,-2.0,0.0,0.0,0.0,35.7,35.7,76.9,7.7,16.0,19.0,10.0,18.0
2021-03-08,2020,Gent,Oostende,1,0,H,U,1.75,3.84,4.3,2.0,3.0,4.0,2.0,14,1.0,1.0,0.0,1.0,7.0,4.0,3.0,3.0,4.0,-1.0,4.0,0.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,38.5,38.5,28.6,50.0,17.0,13.0,16.0,15.0
2021-03-07,2020,Mouscron,Standard,1,0,H,U,3.41,3.52,2.05,0.0,4.0,3.0,14.0,15,0.0,0.0,2.0,2.0,2.0,5.0,-3.0,6.0,8.0,-2.0,-4.0,-3.0,-1.0,0.0,0.0,0.0,1.0,1.0,0.0,21.4,42.9,35.7,42.9,7.0,16.0,16.0,19.0
2021-03-07,2020,Genk,Cercle Brugge,2,0,H,U,1.75,3.81,4.31,8.0,1.0,8.0,2.0,15,1.0,2.0,2.0,1.0,5.0,4.0,1.0,6.0,5.0,1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,50.0,21.4,35.7,57.1,12.0,15.0,20.0,16.0
2021-03-07,2020,Club Brugge,Waregem,3,0,H,O,1.26,6.03,9.36,8.0,1.0,6.0,2.0,15,3.0,2.0,0.0,0.0,9.0,5.0,4.0,3.0,3.0,0.0,6.0,2.0,4.0,2.0,0.0,2.0,0.0,0.0,0.0,71.4,21.4,57.1,28.6,25.0,17.0,22.0,14.0
2021-03-07,2020,Anderlecht,Mechelen,1,1,D,U,1.86,3.68,3.9,3.0,2.0,6.0,0.0,15,0.0,2.0,1.0,1.0,0.0,3.0,-3.0,2.0,3.0,-1.0,-2.0,0.0,-2.0,0.0,0.0,0.0,1.0,1.0,0.0,50.0,7.1,50.0,28.6,14.0,10.0,24.0,27.0
2021-03-06,2020,Waasland-Beveren,Beerschot VA,1,2,A,O,2.88,3.71,2.24,6.0,2.0,9.0,1.0,15,1.0,3.0,1.0,0.0,2.0,6.0,-4.0,3.0,1.0,2.0,-1.0,5.0,-6.0,0.0,1.0,-1.0,1.0,0.0,1.0,21.4,64.3,42.9,50.0,8.0,17.0,14.0,10.0
2021-03-06,2020,Eupen,Oud-Heverlee Leuven,3,3,D,O,1.85,3.83,3.77,7.0,8.0,2.0,6.0,15,0.0,0.0,1.0,1.0,2.0,2.0,0.0,4.0,5.0,-1.0,-2.0,-3.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,28.6,35.7,28.6,35.7,11.0,8.0,15.0,11.0
2021-03-06,2020,Antwerp,Kortrijk,4,2,H,O,1.94,3.69,3.62,7.0,8.0,5.0,9.0,15,1.0,2.0,1.0,1.0,4.0,6.0,-2.0,4.0,3.0,1.0,0.0,3.0,-3.0,0.0,2.0,-2.0,0.0,1.0,-1.0,50.0,21.4,35.7,35.7,13.0,23.0,19.0,15.0
2021-03-05,2020,Charleroi,St Truiden,0,0,D,U,2.28,3.36,3.07,4.0,4.0,4.0,1.0,14,0.0,0.0,1.0,1.0,3.0,2.0,1.0,4.0,4.0,0.0,-1.0,-2.0,1.0,0.0,0.0,0.0,0.0,1.0,-1.0,38.5,38.5,21.4,50.0,23.0,4.0,18.0,12.0
2021-03-01,2020,Oud-Heverlee Leuven,Antwerp,2,0,H,U,3.51,3.5,2.02,6.0,6.0,2.0,5.0,15,1.0,2.0,2.0,0.0,3.0,5.0,-2.0,5.0,2.0,3.0,-2.0,3.0,-5.0,1.0,1.0,0.0,1.0,0.0,1.0,50.0,35.7,50.0,35.7,12.0,11.0,12.0,13.0
2021-02-28,2020,Standard,Anderlecht,1,3,A,O,2.64,3.17,2.68,4.0,4.0,2.0,3.0,15,1.0,1.0,0.0,0.0,5.0,3.0,2.0,4.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.7,14.3,21.4,35.7,13.0,5.0,14.0,8.0
2021-02-28,2020,St Truiden,Eupen,0,2,A,U,2.22,3.52,3.03,3.0,4.0,6.0,9.0,15,1.0,0.0,2.0,2.0,4.0,2.0,2.0,4.0,6.0,-2.0,0.0,-4.0,4.0,1.0,0.0,1.0,1.0,1.0,0.0,35.7,42.9,21.4,28.6,14.0,12.0,13.0,16.0
2021-02-28,2020,Beerschot VA,Mouscron,2,2,D,O,2.07,3.67,3.22,3.0,3.0,3.0,4.0,15,0.0,1.0,2.0,1.0,2.0,3.0,-1.0,4.0,5.0,-1.0,-2.0,-2.0,0.0,0.0,1.0,-1.0,0.0,1.0,-1.0,42.9,35.7,21.4,57.1,7.0,12.0,14.0,13.0
2021-02-27,2020,Oostende,Mechelen,2,0,H,U,2.41,3.54,2.73,6.0,1.0,5.0,11.0,15,2.0,3.0,0.0,0.0,8.0,6.0,2.0,4.0,3.0,1.0,4.0,3.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0,57.1,14.3,53.8,23.1,11.0,16.0,19.0,26.0
2021-02-27,2020,Kortrijk,Waregem,1,2,A,O,1.96,3.83,3.4,6.0,3.0,1.0,6.0,15,0.0,1.0,3.0,1.0,2.0,5.0,-3.0,7.0,5.0,2.0,-5.0,0.0,-5.0,0.0,0.0,0.0,2.0,0.0,2.0,35.7,50.0,53.8,30.8,14.0,20.0,22.0,11.0
2021-02-27,2020,Cercle Brugge,Waasland-Beveren,2,0,H,U,1.77,3.93,4.08,4.0,2.0,1.0,1.0,15,0.0,0.0,2.0,1.0,1.0,3.0,-2.0,3.0,4.0,-1.0,-2.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,21.4,71.4,21.4,42.9,12.0,7.0,13.0,9.0
2021-02-26,2020,Charleroi,Genk,1,2,A,O,2.94,3.57,2.26,4.0,4.0,3.0,6.0,13,0.0,0.0,1.0,2.0,2.0,3.0,-1.0,3.0,6.0,-3.0,-1.0,-3.0,2.0,0.0,0.0,0.0,0.0,1.0,-1.0,41.7,33.3,35.7,42.9,24.0,8.0,22.0,7.0
2021-02-22,2020,Club Brugge,Oud-Heverlee Leuven,3,0,H,O,1.32,5.44,7.97,10.0,0.0,8.0,5.0,14,3.0,1.0,0.0,0.0,8.0,5.0,3.0,4.0,4.0,0.0,4.0,1.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,69.2,23.1,30.8,30.8,21.0,16.0,19.0,15.0
2021-02-21,2020,Waregem,Standard,3,2,H,O,3.54,3.64,1.96,4.0,6.0,6.0,3.0,15,1.0,1.0,2.0,1.0,4.0,7.0,-3.0,7.0,5.0,2.0,-3.0,2.0,-5.0,0.0,1.0,-1.0,1.0,1.0,0.0,28.6,57.1,38.5,38.5,10.0,15.0,18.0,16.0
2021-02-21,2020,Genk,Beerschot VA,1,2,A,O,1.66,4.02,4.65,6.0,5.0,10.0,3.0,14,1.0,2.0,1.0,1.0,5.0,5.0,0.0,5.0,3.0,2.0,0.0,2.0,-2.0,0.0,1.0,-1.0,0.0,1.0,-1.0,53.8,15.4,38.5,53.8,9.0,15.0,10.0,11.0
2021-02-21,2020,Antwerp,St Truiden,0,0,D,U,1.77,3.88,4.1,3.0,0.0,3.0,4.0,14,2.0,1.0,1.0,1.0,5.0,4.0,1.0,4.0,4.0,0.0,1.0,0.0,1.0,0.0,1.0,-1.0,0.0,1.0,-1.0,53.8,23.1,23.1,53.8,11.0,6.0,18.0,9.0
2021-02-21,2020,Anderlecht,Kortrijk,0,2,A,U,1.61,3.91,5.37,0.0,8.0,6.0,6.0,14,1.0,1.0,0.0,1.0,3.0,4.0,-1.0,0.0,3.0,-3.0,3.0,1.0,2.0,1.0,1.0,0.0,0.0,1.0,-1.0,53.8,0.0,30.8,38.5,18.0,19.0,24.0,18.0
2021-02-20,2020,Waasland-Beveren,Charleroi,1,1,D,U,3.36,3.76,2.0,3.0,2.0,7.0,3.0,14,1.0,1.0,2.0,2.0,3.0,5.0,-2.0,5.0,7.0,-2.0,-2.0,-2.0,0.0,0.0,1.0,-1.0,1.0,1.0,0.0,23.1,69.2,42.9,42.9,11.0,15.0,13.0,9.0
2021-02-20,2020,Mouscron,Cercle Brugge,1,2,A,O,2.47,3.38,2.75,3.0,8.0,7.0,5.0,14,0.0,1.0,1.0,2.0,2.0,2.0,0.0,5.0,5.0,0.0,-3.0,-3.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,23.1,38.5,30.8,61.5,8.0,8.0,15.0,19.0
2021-02-20,2020,Eupen,Oostende,1,1,D,U,2.7,3.45,2.48,2.0,1.0,3.0,2.0,14,1.0,1.0,1.0,2.0,4.0,4.0,0.0,4.0,5.0,-1.0,0.0,-1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,30.8,38.5,30.8,53.8,14.0,16.0,19.0,16.0
2021-02-19,2020,Mechelen,Gent,1,1,D,U,3.41,3.47,2.08,3.0,6.0,3.0,3.0,15,1.0,1.0,1.0,0.0,3.0,4.0,-1.0,4.0,1.0,3.0,-1.0,3.0,-4.0,1.0,1.0,0.0,1.0,0.0,1.0,28.6,50.0,35.7,42.9,13.0,18.0,13.0,14.0
2021-02-17,2020,Waasland-Beveren,Eupen,1,0,H,U,3.67,3.77,1.89,5.0,4.0,4.0,5.0,13,0.0,0.0,3.0,1.0,3.0,3.0,0.0,10.0,6.0,4.0,-7.0,-3.0,-4.0,0.0,0.0,0.0,2.0,1.0,1.0,16.7,75.0,23.1,23.1,13.0,10.0,17.0,13.0
2021-02-17,2020,Oostende,Genk,3,1,H,O,2.33,3.61,2.78,4.0,1.0,4.0,2.0,14,2.0,0.0,0.0,2.0,7.0,2.0,5.0,4.0,5.0,-1.0,3.0,-3.0,6.0,1.0,0.0,1.0,0.0,1.0,-1.0,53.8,15.4,38.5,38.5,9.0,9.0,17.0,9.0
2021-02-15,2020,Gent,Mouscron,4,0,H,O,1.5,4.26,5.93,9.0,2.0,7.0,3.0,13,0.0,1.0,1.0,1.0,3.0,3.0,0.0,4.0,2.0,2.0,-1.0,1.0,-2.0,0.0,1.0,-1.0,0.0,0.0,0.0,33.3,41.7,23.1,53.8,12.0,15.0,14.0,20.0
2021-02-14,2020,Standard,Antwerp,1,1,D,U,2.13,3.34,3.37,3.0,5.0,4.0,2.0,14,2.0,3.0,0.0,0.0,7.0,5.0,2.0,4.0,1.0,3.0,3.0,4.0,-1.0,1.0,1.0,0.0,0.0,0.0,0.0,38.5,15.4,53.8,38.5,18.0,7.0,15.0,15.0
2021-02-14,2020,Cercle Brugge,Anderlecht,0,0,D,U,3.7,3.52,1.94,4.0,0.0,4.0,2.0,14,0.0,1.0,3.0,1.0,1.0,3.0,-2.0,4.0,4.0,0.0,-3.0,-1.0,-2.0,0.0,0.0,0.0,0.0,1.0,-1.0,23.1,76.9,23.1,38.5,8.0,10.0,16.0,9.0
2021-02-14,2020,Beerschot VA,Mechelen,1,2,A,O,3.2,3.26,2.22,3.0,6.0,5.0,6.0,14,0.0,3.0,2.0,0.0,1.0,5.0,-4.0,5.0,2.0,3.0,-4.0,3.0,-7.0,0.0,0.0,0.0,1.0,0.0,1.0,46.2,30.8,50.0,25.0,8.0,11.0,14.0,24.0
2021-02-13,2020,St Truiden,Waregem,1,2,A,O,2.06,3.48,3.41,5.0,9.0,5.0,2.0,14,2.0,1.0,1.0,1.0,6.0,8.0,-2.0,3.0,5.0,-2.0,3.0,3.0,0.0,2.0,1.0,1.0,1.0,0.0,1.0,38.5,38.5,50.0,33.3,13.0,21.0,10.0,10.0
2021-02-12,2020,Oud-Heverlee Leuven,Kortrijk,3,1,H,O,2.73,3.47,2.44,4.0,10.0,3.0,5.0,14,1.0,1.0,2.0,1.0,1.0,4.0,-3.0,4.0,2.0,2.0,-3.0,2.0,-5.0,0.0,1.0,-1.0,1.0,0.0,1.0,46.2,38.5,33.3,33.3,9.0,11.0,10.0,15.0
2021-02-07,2020,Gent,Eupen,2,2,D,O,1.67,4.02,4.62,3.0,4.0,3.0,1.0,12,1.0,1.0,1.0,1.0,4.0,3.0,1.0,2.0,5.0,-3.0,2.0,-2.0,4.0,1.0,0.0,1.0,0.0,1.0,-1.0,36.4,45.5,25.0,25.0,16.0,11.0,15.0,20.0
2021-02-07,2020,Genk,Anderlecht,1,2,A,O,2.37,3.35,2.9,1.0,3.0,5.0,2.0,13,1.0,0.0,0.0,2.0,5.0,1.0,4.0,4.0,4.0,0.0,1.0,-3.0,4.0,0.0,0.0,0.0,0.0,1.0,-1.0,58.3,8.3,16.7,41.7,10.0,10.0,11.0,16.0
2021-02-07,2020,Charleroi,Waregem,1,1,D,U,1.81,3.76,4.06,8.0,5.0,3.0,6.0,12,1.0,2.0,1.0,1.0,2.0,10.0,-8.0,2.0,6.0,-4.0,0.0,4.0,-4.0,0.0,1.0,-1.0,0.0,0.0,0.0,45.5,36.4,54.5,36.4,20.0,25.0,22.0,10.0
2021-02-07,2020,Beerschot VA,Antwerp,1,2,A,O,3.36,3.13,2.25,3.0,2.0,5.0,7.0,13,0.0,2.0,1.0,1.0,1.0,3.0,-2.0,4.0,3.0,1.0,-3.0,0.0,-3.0,0.0,1.0,-1.0,1.0,1.0,0.0,50.0,25.0,50.0,41.7,6.0,5.0,11.0,12.0
2021-02-06,2020,Waasland-Beveren,Club Brugge,0,2,A,U,12.84,6.52,1.2,0.0,10.0,3.0,5.0,12,0.0,3.0,3.0,0.0,3.0,7.0,-4.0,11.0,2.0,9.0,-8.0,5.0,-13.0,0.0,1.0,-1.0,2.0,0.0,2.0,18.2,72.7,75.0,8.3,14.0,12.0,19.0,20.0
2021-02-06,2020,Standard,Oud-Heverlee Leuven,1,1,D,U,1.68,3.97,4.67,4.0,3.0,7.0,1.0,13,2.0,1.0,1.0,1.0,7.0,5.0,2.0,5.0,6.0,-1.0,2.0,-1.0,3.0,1.0,0.0,1.0,0.0,1.0,-1.0,41.7,16.7,33.3,33.3,21.0,17.0,15.0,18.0
2021-02-06,2020,Oostende,St Truiden,3,1,H,O,2.06,3.23,3.75,4.0,2.0,7.0,5.0,13,1.0,2.0,0.0,0.0,5.0,5.0,0.0,4.0,2.0,2.0,1.0,3.0,-2.0,0.0,1.0,-1.0,0.0,0.0,0.0,50.0,16.7,25.0,50.0,9.0,9.0,20.0,7.0
2021-02-06,2020,Cercle Brugge,Mechelen,0,1,A,U,2.99,3.64,2.2,3.0,3.0,7.0,10.0,13,0.0,3.0,3.0,0.0,2.0,6.0,-4.0,5.0,3.0,2.0,-3.0,3.0,-6.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,75.0,45.5,27.3,10.0,20.0,15.0,17.0
2021-02-05,2020,Mouscron,Kortrijk,0,3,A,O,3.07,3.27,2.33,3.0,5.0,4.0,4.0,13,1.0,0.0,0.0,2.0,4.0,1.0,3.0,2.0,4.0,-2.0,2.0,-3.0,5.0,1.0,0.0,1.0,0.0,1.0,-1.0,25.0,33.3,27.3,36.4,17.0,7.0,19.0,12.0
2021-01-31,2020,Waregem,Oostende,2,1,H,O,3.18,3.86,2.04,3.0,7.0,7.0,9.0,14,1.0,2.0,2.0,1.0,3.0,5.0,-2.0,6.0,4.0,2.0,-3.0,1.0,-4.0,0.0,0.0,0.0,1.0,0.0,1.0,23.1,61.5,33.3,50.0,8.0,15.0,13.0,16.0
2021-01-31,2020,St Truiden,Cercle Brugge,3,0,H,O,2.12,3.29,3.48,6.0,2.0,1.0,4.0,13,1.0,1.0,2.0,1.0,4.0,3.0,1.0,5.0,3.0,2.0,-1.0,0.0,-1.0,1.0,0.0,1.0,1.0,0.0,1.0,33.3,41.7,33.3,58.3,10.0,8.0,14.0,22.0
2021-01-31,2020,Club Brugge,Standard,3,1,H,O,1.59,3.78,5.93,7.0,5.0,7.0,4.0,13,3.0,2.0,0.0,0.0,8.0,7.0,1.0,3.0,2.0,1.0,5.0,5.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,66.7,25.0,41.7,33.3,20.0,13.0,24.0,15.0
2021-01-31,2020,Anderlecht,Gent,0,0,D,U,2.32,3.26,3.06,4.0,3.0,5.0,3.0,13,2.0,1.0,0.0,0.0,5.0,5.0,0.0,0.0,2.0,-2.0,5.0,3.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,58.3,0.0,38.5,46.2,20.0,21.0,26.0,22.0
2021-01-30,2020,Oud-Heverlee Leuven,Beerschot VA,0,1,A,U,2.34,3.36,2.95,3.0,7.0,6.0,4.0,13,1.0,1.0,2.0,2.0,2.0,4.0,-2.0,5.0,4.0,1.0,-3.0,0.0,-3.0,0.0,1.0,-1.0,1.0,1.0,0.0,50.0,33.3,33.3,58.3,10.0,12.0,8.0,10.0
2021-01-30,2020,Mechelen,Genk,0,0,D,U,2.64,3.35,2.6,2.0,3.0,4.0,3.0,14,2.0,0.0,1.0,3.0,6.0,3.0,3.0,4.0,7.0,-3.0,2.0,-4.0,6.0,2.0,0.0,2.0,1.0,1.0,0.0,30.8,53.8,41.7,41.7,16.0,10.0,15.0,9.0
2021-01-30,2020,Kortrijk,Charleroi,1,3,A,O,2.56,3.26,2.73,4.0,5.0,5.0,3.0,14,1.0,0.0,2.0,3.0,3.0,4.0,-1.0,5.0,9.0,-4.0,-2.0,-5.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,38.5,46.2,38.5,46.2,16.0,13.0,22.0,9.0
2021-01-30,2020,Eupen,Mouscron,1,1,D,U,2.06,3.45,3.48,5.0,4.0,7.0,6.0,13,2.0,1.0,1.0,2.0,5.0,3.0,2.0,3.0,3.0,0.0,2.0,0.0,2.0,2.0,1.0,1.0,1.0,0.0,1.0,33.3,41.7,25.0,58.3,13.0,17.0,15.0,17.0
2021-01-29,2020,Antwerp,Waasland-Beveren,3,2,H,O,1.52,4.04,6.39,7.0,3.0,12.0,2.0,13,2.0,0.0,1.0,1.0,4.0,2.0,2.0,3.0,4.0,-1.0,1.0,-2.0,3.0,0.0,0.0,0.0,0.0,1.0,-1.0,50.0,25.0,23.1,38.5,10.0,9.0,14.0,12.0
2021-01-28,2020,Oostende,Standard,2,2,D,O,2.64,3.25,2.64,3.0,5.0,8.0,12.0,12,2.0,2.0,0.0,1.0,6.0,6.0,0.0,4.0,2.0,2.0,2.0,4.0,-2.0,0.0,1.0,-1.0,0.0,0.0,0.0,54.5,18.2,45.5,36.4,12.0,14.0,18.0,8.0
2021-01-28,2020,Cercle Brugge,Club Brugge,1,2,A,O,7.66,4.56,1.4,5.0,3.0,2.0,6.0,12,0.0,3.0,3.0,0.0,4.0,8.0,-4.0,7.0,1.0,6.0,-3.0,7.0,-10.0,0.0,2.0,-2.0,0.0,0.0,0.0,27.3,72.7,72.7,9.1,10.0,17.0,15.0,17.0
2021-01-27,2020,Gent,St Truiden,1,1,D,U,1.57,4.16,5.42,5.0,2.0,6.0,3.0,11,2.0,3.0,1.0,0.0,5.0,6.0,-1.0,2.0,1.0,1.0,3.0,5.0,-2.0,1.0,2.0,-1.0,0.0,0.0,0.0,40.0,50.0,27.3,54.5,17.0,13.0,12.0,8.0
2021-01-27,2020,Genk,Waregem,3,2,H,O,1.5,4.39,5.94,5.0,6.0,5.0,3.0,12,1.0,3.0,0.0,0.0,4.0,9.0,-5.0,2.0,3.0,-1.0,2.0,6.0,-4.0,1.0,1.0,0.0,0.0,0.0,0.0,54.5,9.1,60.0,30.0,10.0,24.0,10.0,11.0
2021-01-27,2020,Charleroi,Oud-Heverlee Leuven,1,1,D,U,1.88,3.7,3.86,11.0,5.0,12.0,5.0,11,1.0,1.0,1.0,1.0,1.0,6.0,-5.0,1.0,7.0,-6.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,1.0,-1.0,50.0,40.0,36.4,36.4,9.0,21.0,17.0,17.0
2021-01-27,2020,Beerschot VA,Kortrijk,0,0,D,U,2.37,3.7,2.7,1.0,4.0,4.0,9.0,12,0.0,0.0,1.0,2.0,2.0,1.0,1.0,5.0,4.0,1.0,-3.0,-3.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,54.5,27.3,30.0,40.0,8.0,9.0,9.0,10.0
2021-01-26,2020,Waasland-Beveren,Mechelen,2,3,A,O,4.75,4.21,1.63,6.0,7.0,6.0,10.0,11,1.0,2.0,2.0,0.0,3.0,5.0,-2.0,8.0,3.0,5.0,-5.0,2.0,-7.0,1.0,0.0,1.0,2.0,0.0,2.0,20.0,70.0,40.0,30.0,13.0,22.0,20.0,11.0
2021-01-26,2020,Mouscron,Anderlecht,1,1,D,U,4.55,3.72,1.75,1.0,2.0,5.0,4.0,12,1.0,0.0,0.0,3.0,5.0,0.0,5.0,3.0,4.0,-1.0,2.0,-4.0,6.0,1.0,0.0,1.0,0.0,1.0,-1.0,27.3,36.4,18.2,45.5,23.0,10.0,20.0,15.0
